Highly transparent bismuth borotellurite glass-ceramics: Comprehension of crystallization mechanisms,"© 2022Understanding the mechanism at play during the partial crystallization of a parent glass remains crucial for controlling the optical properties of the final glass-ceramics. In this work, we study the crystallization of bismuth borotellurite glasses, where a specific investigation on the 60TeO2–20B2O3–20Bi2O3 composition is reported. Under adapted heat treatment conditions, highly transparent glass-ceramics can be obtained: the crystallization of the unique anti-glass Bi2Te4O11 phase is evidenced by X-ray diffraction and Raman spectroscopy data confirm its disordered nature. While the quenched glass appears homogeneous, the observation of the early stages glass-ceramic samples by transmission electron microscopy reveals the formation of isolated polycrystalline Bi2Te4O11 entities scattered in a predominant glassy matrix. However, longer heat-treatment of samples induce some chemical demixtion of the residual glass matrix, where two separate amorphous regions of a different composition coexist. The resulting material is finally constituted of the aforementioned Bi2Te4O11 polycrystalline clusters dispersed within a majority of regions with a Te/Bi ratio larger than the nominal 1.5 ratio, separated by tiny “venules” strongly impoverished in tellurium and also likely containing boron element. Photoluminescence properties of Eu3+-doped samples indicate that tiny spectral and temporal modifications happen with the crystallization, reflecting the persistent disordered surrounding of the rare-earth ions.",Journal of Non-Crystalline Solids,10.1016/j.jnoncrysol.2022.121953
Impedance spectroscopy of Na2S – V2O5 – P2O5 glass-ceramic nanocomposites,"© 2022 Elsevier B.V.The dielectric properties of the 13.5 Na2S – 32.5 V2O5–54 P2O5 glass was thoughtfully examined after the glass was traditionally quenched and thermally treated for different treatment durations of 4, 6 and 12 h. Ac impedance spectroscopy, dielectric constant, loss tangent and electric modulus were all studied for various frequencies ranging from 500 Hz to 1 MHz and at temperatures from 303 to 573 K. The 12 h glass-ceramic nanocomposite exhibited the highest conductivity compared to other samples. The activation energy for conductivity, W, and for relaxation processes, Eτ, are obtained where both values are in the range of (0.498–0.414 eV). The stretched exponent β was estimated to be in the range of (0.82–0.93) indicating a Non-Debye type relaxation process.",Journal of Non-Crystalline Solids,10.1016/j.jnoncrysol.2022.121941
Chemical strengthening of lithium aluminosilicate glass-ceramic with different crystallinity,"© 2022 Elsevier B.V.The chemically strengthened lithium aluminosilicate glass-ceramic with petalite phase has excellent performance and can be used in electronic mobile devices such as electronic display substrates, cover plates and light guide plates. The role of petalite crystals in Li+-Na+ ion exchange is elucidated. The effect of different crystallinity on Li+-Na+ ion exchange in lithium aluminosilicate glass-ceramics was investigated by differential scanning calorimeter (DSC), X-Ray Diffraction (XRD), field emission scanning electron microscope (FESEM), Raman spectroscopy, electron probe micro-analysis (EPMA) and other performance test. The results show that when the glass-ceramic crystals are exchanged with Li+-Na+ ions for more than 10 h, part of the crystals in the exchange layer will decrystallize. The surface stress, Vickers hardness and flexural strength of lithium aluminosilicate glass-ceramic with a crystallinity of 73.6%±3% after Li+-Na+ ion exchange at 450 °C for 6 h reach 418±3 MPa, 7.45±0.1 GPa and 450±3 MPa, respectively.",Journal of Non-Crystalline Solids,10.1016/j.jnoncrysol.2022.121940
Near-infrared rechargeable glass-based composites for green persistent luminescence,"© 2022 The Author(s)The fabrication of Yb3+, Tm3+ co-doped oxyfluorophosphate glass-based composites, with green persistent luminescence after being charged with near-infrared light, is demonstrated. The mechanism responsible for the green afterglow after near-infrared illumination is unveiled. The composite is prepared using a modified melting process to limit the evaporation of fluorine during melting. Intense (blue and ultraviolet) up-conversion emission is obtained by optimizing the Yb2O3 and Tm2O3 concentrations. A heat treatment promotes volume precipitation of Yb3+, Tm3+ co-doped CaF2 crystals. Although the intensity of the blue up-conversion emission from the Tm3+ 1G4 level is lower in the highly Yb3+-concentrated glass-ceramic due to reverse energy transfer from Tm3+ to Yb3+, the heat treatment leads to an increase of the intensity of the emissions around 346 nm, 361 nm nm and 450 nm coming from the Tm3+ 1I6 and 1D2 levels. By combining the Yb3+ and Tm3+ ions with SrAl2O4:Eu2+,Dy3+crystals, green afterglow can be obtained after charging with near-infrared light.",Journal of Alloys and Compounds,10.1016/j.jallcom.2022.167048
"Tb4O7-Sm2O3 co-doped glass ceramics containing Ba3Gd(PO4)3: Preparation, tunable emission and temperature sensing properties","© 2022 Elsevier B.V.Tb4O7-Sm2O3 co-doped transparent glass ceramics (GCs) containing Ba3Gd(PO4)3 crystalline phase were prepared by melt crystallization. The heat treatment condition for GCs was determined to be 740 ℃/2 h by differential scanning calorimetry, X-ray diffraction, scanning electron microscopy and transmittance curves. The optical energy bandgap value of glass ceramics is smaller than that of glass. The fluorescence lifetime and Dexter theory demonstrated the energy transfer from Tb3+ to Sm3+. The luminescence color can be adjusted in the white range when the Sm2O3 doping concentration is changed. At 473 K, the luminous intensity of Tb3+ and Sm3+ can be maintained 86.63 % and 89.36 % of that at room temperature, respectively. The maximum values of the absolute and relative sensitivity of the glass ceramics are 0.00525 K−1 and 2.33 % K−1, respectively. This study shows that the obtained luminescent glass ceramics have potential applications in ultraviolet excited white light emitting diodes and optical thermometry.",Journal of Alloys and Compounds,10.1016/j.jallcom.2022.167020
Sintered glass-ceramic foams from fluorite tailings and waste glass with calcium phosphate addition,"© 2022 Elsevier LtdLightweight glass-ceramic foams as novel building and decoration materials exhibit great advantages. Herein, fluorite tailings and waste glass were recycled to sinter glass-ceramic foams by introducing calcined kaolin and calcium phosphate. The effects of calcium phosphate addition and sintering temperature on the crystalline phase, microstructure evolution, fluoride leaching performance and physical properties of the glass-ceramic foams were systematically investigated using X-ray diffraction, scanning electron microscopy, energy dispersive spectroscopy, Fourier transform infrared spectra, computed tomography, and differential scanning calorimetry. The obtained glass-ceramic foams sintered at 1110 °C exhibited relatively homogeneous pore sizes and distributions, low densities and thermal conductivities, and high compressive strengths. Moreover, the addition of calcium phosphate promoted the formation of fluorapatite, which benefited the toxic fluorine stabilization in the glass-ceramic foams. Thermodynamic data were calculated using Factsage 8.1 and verified through experiments to establish the physical structure transition during sintering. This study provides an efficient utilization route to convert fluorite tailings and waste glass into stable and valuable lightweight glass-ceramic foams.",Construction and Building Materials,10.1016/j.conbuildmat.2022.129528
Double-life sustainable construction materials from alkali activation of volcanic ash/discarded glass mixture,"© 2022 The Author(s)Volcanic ash, according to the large amount of silica and alumina, may be considered as feedstock for geopolymers. However, the relatively low reactivity, mostly due to the relatively low amount of amorphous phase, implies the introduction of ash as minor component in complex mixtures and the activation with highly concentrated alkaline solutions. This paper aims at improving the sustainability of ash conversion into inorganic polymers with adequate strength-to-density ratio, by minimizing the addition of valuable compounds and including discarded material. Fine powders of volcanic ash from Mt Etna (Italy), in fact, were activated with NaOH solutions at low molarity (3 M), with a variable water/solid ratio (0.35–0.42), after mixing with waste glass powders, from cullet purification. The adopted ash/glass proportion (50 wt%-50 wt%) was intended to favour the reuse of inorganic polymers, by firing at 950 °C, in turn causing the transformation into porous glass-ceramics with a remarkable strength-to-density ratio. A significant foaming was effectively observed, due to decomposition of hydrated alkali alumino-silicates developed upon hardening. Foams with excellent strength-to-density ratio were also obtained by thermal transformation of highly porous cold consolidated materials.",Construction and Building Materials,10.1016/j.conbuildmat.2022.129540
Effects of coordination field environment on the fluorescence properties of transparent ZnGa2O4 glass-ceramics doped with Mn2+ and Cr3+ ions,"© 2022 Elsevier B.V.The transparent ZnGa2O4 glass-ceramics doped with Mn2+/Cr3+ ions were prepared by a one-step crystallization method. The visible light fluorescence properties of Mn2+ ions in 6-coordination and 4-coordination environments and the visible light fluorescence properties of Mn2+/Cr3+ ions co-doped in transparent ZnGa2O4 glass-ceramics were studied. The results manifest that in the parent glass, Mn2+ ions mainly occupy the network former in the form of Hexa-coordination, and the luminescence center can emit orange-yellow light at ~600 nm. In transparent ZnGa2O4 glass-ceramics, Mn2+ ions and Cr3+ ions appear at the four-coordination site (Zn site) and six-coordination site (Ga site) in ZnGa2O4 spinel, respectively, and they can radiate green (510 nm) and red light (688 nm), respectively. An energy transfer mechanism of Mn2+→Cr3+ exists in ZnGa2O4: Mn2+/Cr3+ and different colors of luminescence can be produced by changing the molar ratios of components and test conditions. CIE results show that Mn2+-single-doped parent glass and glass-ceramics can be used in orange-yellow and green light displays, while Mn2+/Cr3+ co-doped transparent ZnGa2O4 glass-ceramics can be used as ideal materials for the green and red light displays.",Journal of Alloys and Compounds,10.1016/j.jallcom.2022.166844
"Structural, optical, and dielectric properties of Co2+: Zn2SiO4 glass-ceramics for blue phosphor used in optoelectronic devices","© 2022 Elsevier B.V.For the first time, the author reported the fabrication and characterizations of Co2+ doped Zn2SiO4 (Co2+: Zn2SiO4) using the recycled waste white rice husk ash (WRHA) based on empirical formula (Co3O4)1.0[(ZnO)55.0(WRHA)45.0]99.0 and produced by using melt-quenching technique. The precursor glass was heat treated at 700 ℃ until 950 ℃. The X-ray diffraction (XRD) result of Co2+: Zn2SiO4 showed that β- Zn2SiO4 started to form at 750 ℃ and single phase of α-Zn2SiO4 remain stable at 950 ℃. The Fourier transform infrared spectroscopy (FTIR) confirmed the formation of Co2+: Zn2SiO4 by showing eight significant vibrational bands. One triplet absorption band occurred at around 450–700 nm attributed to 4A2 → 4T1 (4P) optical transition of Co2+ ions that gives blue color towards the Co2+: Zn2SiO4 sample. Emission spectroscopy of Co2+: Zn2SiO4 exhibit five different peaks corresponded to blue emission (~416 nm, ~441 nm, ~461 nm and ~481 nm) and green emission (~527 nm) under excitation at 325 nm. Such luminescence properties making Co2+: Zn2SiO4 as a potential phosphor material especially in providing blue emission supported by the excellent dielectric properties.",Journal of Alloys and Compounds,10.1016/j.jallcom.2022.166726
Two-body wear resistance and fatigue survival of new Y-TZP and ATZ ceramics made with a new slip-casting method,"© 2022Background: Dental zirconium oxide restorations are milled from pre-sintered blocks or disks which are produced either with high isostatic pressure (HIP) or, simpler, a slurry technique. The objective was to perform a fatigue test and an in vitro wear simulation of two ceramics, yttria-stabilized tetragonal zirconia polycrystal (3Y-TZP) ceramic and a hybrid zirconium oxide-aluminum oxide ceramic, (ATZ) both produced either the classical way using high isostatic pressure (HIP, control) or with a slurry technique. Materials and methods: Ten discs/group were subjected to a cyclic biaxial fatigue test using a staircase approach under water at 37 °C in a dynamic universal testing machine. The 2-body wear test was performed on eight lapped 12 mm thick cylindrical samples subjected to spherical (ø 6 mm) leucite ceramic antagonists in a CS-4 chewing simulator at 49 N force and 0.7 mm lateral movement for 600 k cycles and 4167 thermal cycles (5–55 °C). Volumetric wear was calculated based on laser-scanned surfaces. Selected samples of both tests were viewed in SEM. Results: All the ceramic specimens produced using the HIP method survived up to 1.2 M cycles with the maximum load of the equipment (1000 N) loading the specimens up to 1527 MPa. The fatigue limit stress at 1.2 M cycles for the Slurry ATZ samples was 946 MPa. For the Slurry Y-TZP samples the fatigue limit stress at 1.2 M cycles was 658 MPa. At 600 k cycles, all zirconium oxide ceramics showed no measurable wear and had a highly polished appearance. The leucite ceramic antagonists wear developed in a linear way. There was no difference between the materials produced with the slurry and the HIP process. ATZ ceramic produced significantly more wear than 3Y- TZP ceramic. Conclusions: The HIP method provided higher fatigue strength than the Slurry manufacturing method. All HIP ceramics surpassed the limit threshold (1527 MPa) of the testing machine. The tested ceramics did not show any measurable wear but had worn the leucite reinforced glass ceramic antagonists for a considerable amount.",Journal of the Mechanical Behavior of Biomedical Materials,10.1016/j.jmbbm.2022.105535
